4993,100711,n,0,2014/3/8,null,null,0,null
4994,426395,,,2014/1/12,,,,
4995,488294,,,2013/11/29,,,,
4996,121224,,,2014/1/19,,,,
4997,216245,,,2014/3/15,,,,
4998,5412,,,2014/6/14,,,,
4999,363518,,,2014/10/19,,,,
5000,447242,,,2014/5/2,,,,
5001,276416,,,2013/12/23,,,,
5002,299687,,,2013/11/22,,,,
5003,282812,,,2014/6/17,,,,
5004,101780,,,2014/9/20,,,,
5005,298330,,,2014/2/6,,,,
5006,26115,,,2013/12/19,,,,
5007,518138,,,2014/2/10,,,,
5008,199958,,,2014/3/29,,,,
5009,136135,,,2014/9/1,,,,
5010,49655,,,2014/4/23,,,,
5011,267377,,,2014/1/15,,,,
5012,450572,,,2014/9/22,,,,
5013,527450,,,2014/3/13,,,,
5014,207187,,,2014/3/12,,,,
5015,245830,,,2014/1/26,,,,
5016,388034,,,2014/2/25,,,,
5017,251650,,,2014/2/18,,,,
5018,267496,,,2014/7/3,,,,
5019,634090,,,2014/7/8,,,,
5020,6581,,,2014/7/13,,,,
5021,221067,,,2014/2/25,,,,
5022,373497,,,2014/2/28,,,,
5023,156306,,,2014/2/7,,,,
5024,275105,,,2014/2/1,,,,
5025,288740,,,2013/11/19,,,,
5026,397402,,,2014/3/14,,,,
5027,381013,,,2014/9/5,,,,
5028,34835,,,2014/3/26,,,,
5029,198331,,,2014/4/21,,,,
5030,153390,,,2014/9/13,,,,
5031,210431,,,2014/8/25,,,,
5032,77071,,,2014/1/21,,,,
5033,489298,,,2014/9/21,,,,
5034,48348,,,2013/12/8,,,,
5035,384361,,,2014/8/22,,,,
5036,222677,,,2014/9/16,,,,
5037,506076,,,2014/4/11,,,,
5038,462042,,,2014/10/22,,,,
5039,344876,,,2014/8/4,,,,
5040,267686,,,2014/6/24,,,,
5041,345910,,,2014/9/3,,,,
5042,579249,,,2014/7/7,,,,
5043,203734,,,2014/4/20,,,,
5044,108822,,,2014/10/18,,,,
5045,530273,,,2013/12/14,,,,
5046,240869,,,2014/7/2,,,,
5047,436186,,,2014/11/16,,,,
5048,390205,,,2014/4/19,,,,
5049,390449,,,2014/2/2,,,,
5050,395208,,,2014/3/11,,,,
5051,659879,,,2014/11/7,,,,
5052,209652,,,2014/4/6,,,,
5053,469828,,,2014/7/16,,,,
5054,79118,,,2013/11/23,,,,
5055,69292,,,2014/7/2,,,,
5056,568391,,,2014/6/11,,,,
5057,451728,,,2013/12/29,,,,
5058,541416,,,2014/10/20,,,,
5059,414184,,,2014/4/23,,,,
5060,414173,,,2014/7/1,,,,
5061,504064,,,2014/1/18,,,,
5062,533458,,,2014/4/11,,,,
5063,559726,,,2013/12/13,,,,
5064,312023,,,2014/7/12,,,,
5065,303766,,,2014/5/11,,,,
5066,143108,,,2014/6/10,,,,
5067,573576,,,2013/12/21,,,,
5068,494453,,,2013/12/24,,,,
5069,599138,,,2014/6/27,,,,
5070,157736,,,2014/1/25,,,,
5071,435014,,,2013/12/13,,,,
5072,455802,,,2013/12/13,,,,
5073,28089,,,2014/7/5,,,,
5074,262340,,,2014/5/18,,,,
5075,258871,,,2014/6/4,,,,
5076,302951,,,2013/12/22,,,,
5077,591726,,,2014/7/13,,,,
5078,239211,,,2014/8/17,,,,
5079,52408,,,2014/10/12,,,,
5080,181228,,,2014/2/8,,,,
5081,59056,,,2014/3/18,,,,
5082,349731,,,2014/11/10,,,,
5083,467212,,,2014/6/25,,,,
5084,535170,,,2014/3/24,,,,
5085,188241,,,2014/5/13,,,,
5086,88744,,,2014/3/7,,,,
5087,605899,,,2014/9/29,,,,
5088,251494,,,2014/8/25,,,,
5089,219814,,,2014/8/12,,,,
5090,570791,,,2014/3/18,,,,
5091,489450,,,2014/10/24,,,,
5092,306275,,,2014/5/18,,,,
5093,502099,,,2014/5/30,,,,
5094,463607,,,2014/7/16,,,,
5095,633130,,,2014/7/3,,,,
5096,440593,,,2013/12/3,,,,
5097,363459,,,2014/7/14,,,,
5098,137547,,,2013/12/3,,,,
5099,244722,,,2014/3/26,,,,
5100,356842,,,2014/6/28,,,,
5101,153357,,,2014/2/11,,,,
5102,293176,,,2014/7/23,,,,
5103,408200,,,2014/2/18,,,,
5104,302515,,,2014/4/5,,,,
5105,604223,,,2014/11/12,,,,
5106,295291,,,2014/7/12,,,,
5107,68425,,,2014/4/23,,,,
5108,199630,,,2014/11/11,,,,
5109,119730,,,2014/3/31,,,,
5110,317791,,,2014/3/26,,,,
5111,134681,,,2014/5/18,,,,
5112,521255,,,2014/2/7,,,,
5113,446270,,,2014/3/1,,,,
5114,110999,,,2014/9/6,,,,
5115,72130,,,2014/5/4,,,,
5116,6734,,,2014/7/11,,,,
5117,442411,,,2014/2/26,,,,
5118,133840,,,2014/3/26,,,,
5119,340661,,,2014/1/3,,,,
5120,98202,,,2014/2/14,,,,
5121,86099,,,2014/1/9,,,,
5122,327195,,,2013/11/20,,,,
5123,532564,,,2014/1/2,,,,
5124,178791,,,2014/4/24,,,,
5125,330083,,,2013/12/26,,,,
5126,271172,,,2014/6/5,,,,
5127,311067,,,2014/11/1,,,,
5128,506945,,,2014/4/30,,,,
5129,550557,,,2013/11/26,,,,
5130,120821,,,2014/3/5,,,,
5131,137028,,,2013/12/3,,,,
5132,136037,,,2014/8/4,,,,
5133,638061,,,2014/5/11,,,,
5134,425660,,,2014/2/24,,,,
5135,313490,,,2014/3/4,,,,
5136,166933,,,2014/10/26,,,,
5137,655267,,,2014/1/5,,,,
5138,46715,,,2014/3/7,,,,
5139,156356,,,2014/10/7,,,,
5140,516618,,,2014/9/25,,,,
5141,424093,,,2014/2/15,,,,
5142,181849,,,2014/1/7,,,,
5143,145804,,,2014/3/23,,,,
5144,286978,,,2014/5/18,,,,
5145,12034,,,2014/5/22,,,,
5146,635025,,,2014/3/19,,,,
5147,129036,,,2013/12/11,,,,
5148,401041,,,2014/2/14,,,,
5149,447038,,,2014/1/23,,,,
5150,623865,,,2014/2/25,,,,
5151,423185,,,2013/11/25,,,,
5152,138849,,,2014/2/15,,,,
5153,117447,,,2014/6/30,,,,
5154,1205,,,2014/1/30,,,,
5155,402963,,,2014/9/27,,,,
5156,362090,,,2014/4/14,,,,
5157,18814,,,2014/7/18,,,,
5158,603012,,,2014/7/3,,,,
5159,455611,,,2014/6/6,,,,
5160,166382,,,2014/9/6,,,,
5161,184715,,,2014/8/13,,,,
5162,441220,,,2014/3/30,,,,
5163,425423,,,2014/1/7,,,,
5164,313536,,,2014/8/5,,,,
5165,75817,,,2014/8/24,,,,
5166,610926,,,2014/11/11,,,,
5167,456251,,,2014/5/23,,,,
5168,249893,,,2014/2/28,,,,
5169,254247,,,2014/8/17,,,,
5170,253362,,,2014/9/14,,,,
5171,191021,,,2014/4/13,,,,
5172,311373,,,2014/2/24,,,,
5173,202996,,,2014/8/11,,,,
5174,89966,,,2014/6/4,,,,
5175,609024,,,2013/12/19,,,,
5176,287577,,,2014/4/19,,,,
5177,308243,,,2014/9/4,,,,
5178,601174,,,2014/3/9,,,,
5179,352118,,,2013/12/24,,,,
5180,556257,,,2014/8/19,,,,
5181,492609,,,2013/12/30,,,,
5182,468322,,,2014/8/20,,,,
5183,105973,,,2014/8/13,,,,
5184,334627,,,2014/10/22,,,,
5185,649462,,,2013/12/17,,,,
5186,351920,,,2014/3/16,,,,
5187,464741,,,2014/1/14,,,,
5188,152756,,,2014/7/19,,,,
5189,600603,,,2014/7/6,,,,
5190,412905,,,2014/8/29,,,,
5191,587849,,,2014/11/5,,,,
5192,186407,,,2014/2/9,,,,
5193,206190,,,2014/5/27,,,,
5194,106936,,,2014/5/17,,,,
5195,134065,,,2014/5/30,,,,
5196,133599,,,2014/6/4,,,,
5197,268692,,,2014/8/5,,,,
5198,217287,,,2014/5/23,,,,
5199,563662,,,2014/8/30,,,,
5200,276174,,,2014/1/3,,,,
5201,7746,,,2013/11/29,,,,
5202,263437,,,2014/2/7,,,,
5203,548246,,,2014/7/10,,,,
5204,383620,,,2014/5/20,,,,
5205,289033,,,2014/5/10,,,,
5206,494947,,,2014/5/31,,,,
5207,454702,,,2014/4/13,,,,
5208,466701,,,2014/1/2,,,,
5209,555806,,,2014/2/5,,,,
5210,434795,,,2014/2/11,,,,
5211,582373,,,2014/7/20,,,,
5212,601341,,,2013/12/13,,,,
5213,242821,,,2014/5/4,,,,
5214,189965,,,2014/4/18,,,,
5215,209002,,,2014/9/22,,,,
5216,590508,,,2013/12/23,,,,
5217,335891,,,2014/6/23,,,,
5218,280976,,,2014/9/18,,,,
5219,173430,,,2014/5/5,,,,
5220,224066,,,2014/8/29,,,,
5221,587851,,,2014/2/28,,,,
5222,240110,,,2014/5/15,,,,
5223,533618,,,2014/5/22,,,,
5224,640805,,,2014/9/30,,,,
5225,67793,,,2014/4/5,,,,
5226,477995,,,2014/5/16,,,,
5227,518243,,,2014/7/1,,,,
5228,179072,,,2014/4/16,,,,
5229,135206,,,2014/10/3,,,,
5230,46752,,,2014/4/27,,,,
5231,273012,,,2014/3/15,,,,
5232,499513,,,2014/6/30,,,,
5233,97398,,,2014/10/9,,,,
5234,571096,,,2013/12/6,,,,
5235,567407,,,2014/9/10,,,,
5236,63970,,,2014/6/16,,,,
5237,458484,,,2013/12/30,,,,
5238,361908,,,2014/4/12,,,,
5239,319539,,,2014/8/23,,,,
5240,411438,,,2014/4/27,,,,
5241,158471,,,2014/7/3,,,,
5242,377290,,,2013/12/5,,,,
5243,531832,,,2013/11/23,,,,
5244,232794,,,2014/3/11,,,,
5245,338982,,,2013/12/6,,,,
5246,408241,,,2014/7/20,,,,
5247,631739,,,2014/2/26,,,,
5248,106758,,,2013/12/28,,,,
5249,150584,,,2013/12/30,,,,
5250,359133,,,2014/10/22,,,,
5251,631157,,,2014/2/11,,,,
5252,406699,,,2014/5/2,,,,
5253,388390,,,2014/9/3,,,,
5254,196755,,,2014/9/1,,,,
5255,85057,,,2013/12/28,,,,
5256,426507,,,2014/9/27,,,,
5257,579409,,,2014/4/5,,,,
5258,360037,,,2013/12/29,,,,
5259,509529,,,2014/3/16,,,,
5260,317440,,,2014/10/2,,,,
5261,291020,,,2014/10/11,,,,
5262,487766,,,2014/10/10,,,,
5263,281393,,,2014/10/7,,,,
5264,62034,,,2014/11/8,,,,
5265,644174,,,2014/10/14,,,,
5266,59764,,,2013/12/8,,,,
5267,114498,,,2014/9/11,,,,
5268,616485,,,2014/6/11,,,,
5269,208980,,,2014/2/8,,,,
5270,116142,,,2014/4/13,,,,
5271,554641,,,2014/7/28,,,,
5272,522671,,,2014/4/27,,,,
5273,555250,,,2014/10/6,,,,
5274,540365,,,2014/3/20,,,,
5275,189179,,,2014/10/21,,,,
5276,298393,,,2014/11/8,,,,
5277,36040,,,2014/2/4,,,,
5278,322730,,,2014/10/10,,,,
5279,510739,,,2014/7/17,,,,
5280,37449,,,2014/10/10,,,,
5281,114100,,,2013/12/8,,,,
